--------- beginning of crash
07-09 15:47:55.742  1151  1151 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:55.742  1151  1151 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:55.742  1151  1151 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:55.920  1153  1153 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:55.920  1153  1153 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:55.920  1153  1153 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:56.266  1212  1317 I meow_lib: mtk-brm-commit-id:fd5bcd7aeba2f3e34241290c2e25c82f0c4e988d
07-09 15:47:56.266  1212  1317 I meow_lib: mtk-brm-change-id:Ib6376eb9f04a5b0fd3b34c055af103b87c7c80ac
07-09 15:47:56.266  1212  1317 I meow_lib: mtk-brm-merge-id:none
07-09 15:47:56.338  1212  1317 I libged  : mtk-brm-commit-id:722d4d057786ee46754f9b77939cdc75d12fa06f
07-09 15:47:56.338  1212  1317 I libged  : mtk-brm-change-id:I4573b37dc671335b64083430a22026f187852e25
07-09 15:47:56.338  1212  1317 I libged  : mtk-brm-merge-id:none
07-09 15:47:56.339  1212  1317 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:56.339  1212  1317 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:56.339  1212  1317 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:56.373  1212  1317 I libGLES_mali: mtk-brm-commit-id:b8cb4240da48dc7bb5e0797774fab31af08ef59d
07-09 15:47:56.375  1212  1317 I libGLES_mali: mtk-brm-change-id:Iba9e1f53e8a0b631534505f1ee6bc05742c31af5
07-09 15:47:56.375  1212  1317 I libGLES_mali: mtk-brm-merge-id:none
07-09 15:47:56.674  1319  1319 I libimsma_adapt: mtk-brm-commit-id:8783a29bae0ae84a456239f3212f27bdafa94c91
07-09 15:47:56.674  1319  1319 I libimsma_adapt: mtk-brm-change-id:Iee598bb542f5de895a4b71649fbc79b2d93bc3de
07-09 15:47:56.674  1319  1319 I libimsma_adapt: mtk-brm-merge-id:none
07-09 15:47:56.895  1212  1317 I libMEOW_gift: mtk-brm-commit-id:b59bc59925939e58e917d73bb70589903975f54a
07-09 15:47:56.895  1212  1317 I libMEOW_gift: mtk-brm-change-id:I094ebd0dbb735cad04d8464f33f48954f3e5909d
07-09 15:47:56.895  1212  1317 I libMEOW_gift: mtk-brm-merge-id:none
07-09 15:47:56.922  1437  1437 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:56.923  1437  1437 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:56.923  1437  1437 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:57.897  1638  1749 I meow_lib: mtk-brm-commit-id:fd5bcd7aeba2f3e34241290c2e25c82f0c4e988d
07-09 15:47:57.897  1638  1749 I meow_lib: mtk-brm-change-id:Ib6376eb9f04a5b0fd3b34c055af103b87c7c80ac
07-09 15:47:57.897  1638  1749 I meow_lib: mtk-brm-merge-id:none
07-09 15:47:57.915  1638  1749 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:57.915  1638  1749 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:57.915  1638  1749 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:57.985  1638  1749 I libMEOW_gift: mtk-brm-commit-id:b59bc59925939e58e917d73bb70589903975f54a
07-09 15:47:57.985  1638  1749 I libMEOW_gift: mtk-brm-change-id:I094ebd0dbb735cad04d8464f33f48954f3e5909d
07-09 15:47:57.985  1638  1749 I libMEOW_gift: mtk-brm-merge-id:none
07-09 15:47:58.409  1395  1395 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:58.409  1395  1395 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:58.409  1395  1395 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:59.098  1138  1138 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:59.098  1138  1138 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:59.098  1138  1138 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:59.137  1138  1138 I meow_lib: mtk-brm-commit-id:fd5bcd7aeba2f3e34241290c2e25c82f0c4e988d
07-09 15:47:59.137  1138  1138 I meow_lib: mtk-brm-change-id:Ib6376eb9f04a5b0fd3b34c055af103b87c7c80ac
07-09 15:47:59.137  1138  1138 I meow_lib: mtk-brm-merge-id:none
07-09 15:47:59.178  1138  1138 I libMEOW_gift: mtk-brm-commit-id:b59bc59925939e58e917d73bb70589903975f54a
07-09 15:47:59.178  1138  1138 I libMEOW_gift: mtk-brm-change-id:I094ebd0dbb735cad04d8464f33f48954f3e5909d
07-09 15:47:59.178  1138  1138 I libMEOW_gift: mtk-brm-merge-id:none
07-09 16:07:14.163  1194  1194 I liboemcrypto: mtk-brm-commit-id:9504ca4d9fe90b18cc868bffca3317a0b06d4f0e
07-09 16:07:14.163  1194  1194 I liboemcrypto: mtk-brm-change-id:I1329c9c99dd4a140cd413bfc9aec757077413c57
07-09 16:07:14.163  1194  1194 I liboemcrypto: mtk-brm-merge-id:none
07-11 10:04:02.551  4082  4082 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-11 10:04:02.551  4082  4082 I libpq_sec: mtk-brm-change-id:none
07-11 10:04:02.551  4082  4082 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-11 10:04:13.927  4471  4471 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-11 10:04:13.927  4471  4471 I libpq_sec: mtk-brm-change-id:none
07-11 10:04:13.927  4471  4471 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-11 18:09:01.103  5976  5976 E AndroidRuntime: FATAL EXCEPTION: main
07-11 18:09:01.103  5976  5976 E AndroidRuntime: Process: com.zarz.spotiflac, PID: 5976
07-11 18:09:01.103  5976  5976 E AndroidRuntime: java.lang.RuntimeException: Unable to stop service com.ryanheise.audioservice.AudioService@a52b5e0: java.lang.RuntimeException: Cannot execute operation because FlutterJNI is not attached to native.
07-11 18:09:01.103  5976  5976 E AndroidRuntime: 	at android.app.ActivityThread.handleStopService(ActivityThread.java:5239)
07-11 21:17:13.261  3555  3555 E FeatureFlagsImplExport: android.os.flagging.AconfigStorageReadException: ERROR_PACKAGE_NOT_FOUND: package android.companion.virtualdevice.flags cannot be found on the device
07-11 21:17:13.290  3555  3555 E HealthConnectManager: Health permission group or HC package not found
07-11 21:17:13.290  3555  3555 E HealthConnectManager: android.content.pm.PackageManager$NameNotFoundException: com.google.android.healthconnect.controller
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.ApplicationPackageManager.getPackageInfoAsUser(ApplicationPackageManager.java:273)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:233)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.health.connect.HealthConnectManager.getHealthPermissions(HealthConnectManager.java:2795)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at com.android.permissioncontroller.permission.utils.KotlinUtils.addHealthPermissions(KotlinUtils.kt:1704)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at com.android.permissioncontroller.PermissionControllerApplication.onCreate(PermissionControllerApplication.java:56)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:1386)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:7547)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.ActivityThread.-$$Nest$mhandleBindApplication(ActivityThread.java:0)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2458)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.os.Handler.dispatchMessage(Handler.java:107)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.os.Looper.loopOnce(Looper.java:234)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.os.Looper.loop(Looper.java:319)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at android.app.ActivityThread.main(ActivityThread.java:8754)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at java.lang.reflect.Method.invoke(Native Method)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:602)
07-11 21:17:13.290  3555  3555 E HealthConnectManager: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:962)
07-11 21:17:13.290  3555  3555 E FeatureFlagsImplExport: android.os.flagging.AconfigStorageReadException: ERROR_PACKAGE_NOT_FOUND: package android.xr cannot be found on the device
07-11 21:17:13.290  3555  3555 W PermissionMapping: No health connect permissions found.
07-11 21:17:13.290  3555  3555 I Typeface: initOverlayFonts====family: Exo2-Regular
07-11 21:17:13.292  1861  2603 I ActivityManager: Flag disabled. Ignoring finishAttachApplication from uid: 10219. pid: 3555
07-11 21:17:13.294  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:13.297  1861  2367 I AppsFilter: interaction: PackageSetting{70a0fbb com.android.microdroid.empty_payload/10221} -> PackageSetting{1f5bdd7 app.revanced.android.gms/10260} BLOCKED
07-11 21:17:13.297  1861  2367 I AppsFilter: interaction: PackageSetting{5d580b0 com.kaon.music/10303} -> PackageSetting{1f5bdd7 app.revanced.android.gms/10260} BLOCKED
07-11 21:17:13.299  1861  2367 W ActivityManager: Unable to launch app app.revanced.android.gms/10260 for service Intent { act=android.media.MediaRouteProviderService cmp=app.revanced.android.gms/com.google.android.gms.cast.media.CastMediaRouteProviderService }: process is bad
07-11 21:17:13.304  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:13.306  3555  3566 I PermissionControllerServiceImpl: Updating user sensitive for uid 1002
07-11 21:17:13.307  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:13.313  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:13.317  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:13.327  2220  3521 I FraudProtectUtils: Not in testing population, skipping local test bank apps. [CONTEXT service_id=469 ]
07-11 21:17:13.327  2220  3521 I FraudProtectUtils: (REDACTED) Latest bank app list size: %d, %s isBankApp: false
07-11 21:17:13.327  2220  3521 W ComponentChangedIO: No package name in intent data or package is not a bank app [CONTEXT service_id=469 ]
07-11 21:17:13.430  1169  1227 I libPerfCtl: xgfGetFPS pid:1212 fps:-1
07-11 21:17:13.430  1169  1227 I libPerfCtl: xgfGetFPS pid:2034 fps:-1
07-11 21:17:13.430  1169  1227 I libPerfCtl: xgfGetFPS pid:2199 fps:-1
07-11 21:17:13.492  1401  1401 I thermal_repeater: [recvMdThermalInfo] ret=28, strLen=127,  3, 43, -1, -28402, 32767, 0
07-11 21:17:13.615  1212  1212 I BufferQueueProducer: [FramebufferSurface](this:0xb4000074f7958f50,id:-1,api:1,p:1212,c:1212) queueBuffer: fps=59.79 dur=1003.58 max=22.86 min=10.46
07-11 21:17:13.616  1151  1163 I hwcomposer: [HWCDisplay] (0 updateFps():3644), (type:1, mode:2) fps:59.745884,dur:1004.25,max:22.89,min:10.73  
07-11 21:17:13.733  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: port0
07-11 21:17:13.739  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: 0:port0 connected:1 canChangeMode:1 canChagedata:0 canChangePower:0 usbDataEnabled:1
07-11 21:17:13.741  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: Power transfer limit not supported
07-11 21:17:13.741  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: powerTransferLimited:0
07-11 21:17:13.752  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: partner added
07-11 21:17:13.753  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: port0
07-11 21:17:13.753  1861  1885 W AccessibilityWindowsPopulator: Windows change within in 2 frames continuously over 500 ms and notify windows changed immediately
07-11 21:17:13.753  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: 0:port0 connected:1 canChangeMode:1 canChagedata:0 canChangePower:0 usbDataEnabled:1
07-11 21:17:13.753  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: Power transfer limit not supported
07-11 21:17:13.753  1156  2088 I android.hardware.usb-aidl-service.mediatekv1.0: powerTransferLimited:0
07-11 21:17:13.756  1861  1879 I UsbPortManager: AIDL UsbDataStatus:1
07-11 21:17:13.756  1861  1879 I UsbPortManager: ClientCallback AIDL V1: port0
07-11 21:17:13.757  1861  1879 I UsbPortManager: AIDL UsbDataStatus:1
07-11 21:17:13.757  1861  1879 I UsbPortManager: ClientCallback AIDL V1: port0
07-11 21:17:13.758  1212  1212 I BufferQueueProducer: [bitpit.launcher/bitpit.launcher.ui.HomeActivity#33558](this:0xb400007667b49000,id:-1,api:0,p:-1,c:1212) queueBuffer: fps=59.83 dur=1002.77 max=17.83 min=15.68
07-11 21:17:13.758  1861  1882 I UsbPortManager: USB port changed: port=UsbPort{id=port0, supportedModes=dual, supportedContaminantProtectionModes=0, supportsEnableContaminantPresenceProtection=false, supportsEnableContaminantPresenceDetection=false, supportsComplianceWarnings=false, status=UsbPortStatus{connected=true, currentMode=ufp, currentPowerRole=sink, currentDataRole=device, supportedRoleCombinations=[source:host, sink:device], contaminantDetectionStatus=0, contaminantProtectionStatus=0, usbDataStatus=enabled, isPowerTransferLimited=false, powerBrickConnectionStatus=unknown, complianceWarnings=[], plugState=0, displayPortAltModeInfo=null}, canChangeMode=true, canChangePowerRole=false, canChangeDataRole=false, connectedAtMillis=192615585, lastConnectDurationMillis=0
07-11 21:17:13.830  1737  2152 I NearbyMediums: [UsbNcm]: USB broadcast received, isHost=false, isDevice=true, isDeviceConnected=false
07-11 21:17:14.128  1861  1905 W BatteryExternalStatsWorker: error reading Bluetooth stats: 9
07-11 21:17:14.141  1861  1884 I EntropyMixer: Updated seed file
07-11 21:17:14.143  1212  2760 I BufferQueueDebug: [WindowToken{81fcfac type=2009 android.os.BinderProxy@ff3795f}#33590](this:0xb400007667c43980,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:17:14.147  1212  2760 I BufferQueueDebug: [1da0475 Wired Charging Animation#33591](this:0xb400007667c40bf0,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:17:14.150  1165  1165 E android.hardware.lights-service.mediatek: device not exists file=/sys/class/leds/red/brightness
07-11 21:17:14.151  1165  1165 E android.hardware.lights-service.mediatek: set_speaker_light_locked failed, ret = -6
07-11 21:17:14.151  1165  1165 I android.hardware.lights-service.mediatek: Lights id 3 return -6.
07-11 21:17:14.153  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.153  1861  1861 E ChargeIntentReceiver: notifyChange failed
07-11 21:17:14.163  1212  2760 I BufferQueueDebug: [Wired Charging Animation#33592](this:0xb400007667b573d0,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:17:14.166  1182  1210 I mtkpower@impl: [setMode] type:1, enabled:0
07-11 21:17:14.166  1182  1210 E mtkpower@impl: [setMode] unknown type
07-11 21:17:14.167  1861  1919 I DisplayPowerController2[0]: BrightnessEvent: disp=0, physDisp=local:4627039422300187648, displayState=ON, displayPolicy=BRIGHT, brt=0.09483637, initBrt=0.09483637, rcmdBrt=NaN, preBrt=NaN, lux=0.0, preLux=0.0, hbmMax=1.0, hbmMode=off, rbcStrength=50, thrmMax=1.0, powerFactor=1.0, wasShortTermModelActive=false, flags=, reason=manual, autoBrightness=false, strategy=InvalidBrightnessStrategy, autoBrightnessMode=default
07-11 21:17:14.168  1212  2760 I SurfaceFlinger: setDesiredDisplayModeSpecs: calling_process=system_server
07-11 21:17:14.172  1212  1212 I SurfaceFlinger: setDesiredDisplayModeSpecs: policy={defaultModeId=0, allowGroupSwitching=false, primaryRanges={physical=[0.00 Hz, 90.00 Hz], render=[0.00 Hz, 90.00 Hz]}, appRequestRanges={physical=[0.00 Hz, 90.00 Hz], render=[0.00 Hz, 90.00 Hz]} idleScreenConfig=nullptr}
07-11 21:17:14.172  1212  1212 I RefreshRateSelector: Display 4627039422300187648 policy changed
07-11 21:17:14.172  1212  1212 I RefreshRateSelector: Previous: {defaultModeId=0, allowGroupSwitching=false, primaryRanges={physical=[0.00 Hz, 90.00 Hz], render=[0.00 Hz, 60.00 Hz]}, appRequestRanges={physical=[0.00 Hz, 90.00 Hz], render=[0.00 Hz, 60.00 Hz]} idleScreenConfig=nullptr}
07-11 21:17:14.172  1212  1212 I RefreshRateSelector: Current:  DisplayManagerPolicy{defaultModeId=0, allowGroupSwitching=false, primaryRanges={physical=[0.00 Hz, 90.00 Hz], render=[0.00 Hz, 90.00 Hz]}, appRequestRanges={physical=[0.00 Hz, 90.00 Hz], render=[0.00 Hz, 90.00 Hz]} idleScreenConfig=nullptr}
07-11 21:17:14.172  1212  1212 I RefreshRateSelector: 0 mode changes were performed under the previous policy
07-11 21:17:14.172  1212  1212 E SurfaceFlinger: MtkDuration override mode is disabled
07-11 21:17:14.173  1212  1212 I PowerHalWrapper: updateFps(): 90
07-11 21:17:14.181  1151  1163 I hwcomposer: [HWCDisplay] (0 setActiveConfigWithConstraints():4091), config:1  
07-11 21:17:14.183  1151  1163 I hwcomposer: [HWCDisplay] (0 setActiveConfigWithConstraints():4141), now 80675422741346, diff 5404308, estimated_applied_time 16666667 queued_size:0  
07-11 21:17:14.183  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.194  1212  1212 I PowerHalWrapper: updateFps(): 90
07-11 21:17:14.196  1212  1212 I BufferQueueProducer: [StatusBar#87](this:0xb40000766796d710,id:-1,api:0,p:-1,c:1212) queueBuffer: fps=8.42 dur=1424.36 max=722.28 min=15.89
07-11 21:17:14.197  1212  1212 I PowerHalWrapper: updateFps(): 90
07-11 21:17:14.203  1861  1885 I DisplayDeviceRepository: Display device changed render timings: "Built-in Screen", renderFrameRate=90.0, presentationDeadlineNanos=17488889, appVsyncOffsetNanos=7955555
07-11 21:17:14.203  1151  1640 I hwcomposer: [HWCDisplay] (0 updateAppliedConfigState():4337), applied config complete[idx:80675439408013, config:1]  
07-11 21:17:14.208  1861  1885 W AccessibilityWindowsPopulator: Windows change within in 2 frames continuously over 500 ms and notify windows changed immediately
07-11 21:17:14.276  1137  1671 I netd    : tetherGetStats() -> {[TetherStatsParcel{iface: ccmni0, rxBytes: 6341832, rxPackets: 3829, txBytes: 1225455, txPackets: 3243, ifIndex: 0}]} <3.03ms>
07-11 21:17:14.284  1188  1188 I Vibrator: Vibrator on for timeoutMs: 640
07-11 21:17:14.292  1861  1897 I ActivityManager: Start proc 3576:com.google.android.partnersetup/u0a139 for service {com.google.android.partnersetup/com.google.android.partnersetup.InstalledAppJobService}
07-11 21:17:14.326  1861  1897 I ActivityManager: Start proc 3577:com.google.android.apps.maps/u0a168 for service {com.google.android.apps.maps/com.google.android.apps.gmm.ugc.phototaken.PhotoTakenObserverService}
07-11 21:17:14.331  3576  3576 I id.partnersetup: Using generational CollectorTypeCMC GC.
07-11 21:17:14.358  1861  1897 W ActivityManager: Slow operation: 66ms so far, now at startProcess: returned from zygote!
07-11 21:17:14.359  1861  1897 W ActivityManager: Slow operation: 69ms so far, now at startProcess: done updating battery stats
07-11 21:17:14.360  1861  1897 W ActivityManager: Slow operation: 70ms so far, now at startProcess: building log message
07-11 21:17:14.360  1861  1897 I ActivityManager: Start proc 3585:com.google.android.apps.nbu.files/u0a137 for service {com.google.android.apps.nbu.files/androidx.work.impl.background.systemjob.SystemJobService}
07-11 21:17:14.360  1861  1897 W ActivityManager: Slow operation: 70ms so far, now at startProcess: starting to update pids map
07-11 21:17:14.360  1861  1897 W ActivityManager: Slow operation: 70ms so far, now at startProcess: done updating pids map
07-11 21:17:14.376  3577  3577 I droid.apps.maps: Using generational CollectorTypeCMC GC.
07-11 21:17:14.399  1286  1313 I adbd    : jdwp connection from 3577
07-11 21:17:14.400  3585  3585 I .apps.nbu.files: Using generational CollectorTypeCMC GC.
07-11 21:17:14.430  1169  1227 I libPerfCtl: xgfGetFPS pid:1212 fps:-1
07-11 21:17:14.431  1169  1227 I libPerfCtl: xgfGetFPS pid:2034 fps:-1
07-11 21:17:14.431  1169  1227 I libPerfCtl: xgfGetFPS pid:2199 fps:-1
07-11 21:17:14.445  1861  1952 W ActivityManager: Slow operation: 62ms so far, now at attachApplicationLocked: before bindApplication
07-11 21:17:14.450  1861  1952 W ActivityManager: Slow operation: 67ms so far, now at attachApplicationLocked: immediately before bindApplication
07-11 21:17:14.459  1861  1952 W ActivityManager: Slow operation: 76ms so far, now at attachApplicationLocked: immediately after bindApplication
07-11 21:17:14.460  1861  1952 W ActivityManager: Slow operation: 76ms so far, now at attachApplicationLocked: after updateLruProcessLocked
07-11 21:17:14.466  1861  1952 W ActivityManager: Slow operation: 83ms so far, now at attachApplicationLocked: after updateOomAdjLocked
07-11 21:17:14.470  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:14.473  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:14.487  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:14.491  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:14.504  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:14.508  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:17:14.514  1861  1861 W Looper  : Slow dispatch took 132ms main h=android.os.Handler c=com.android.server.BatteryService$$ExternalSyntheticLambda9@583086c m=0
07-11 21:17:14.519  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.519  1861  1861 E ChargeIntentReceiver: notifyChange failed
07-11 21:17:14.530  1861  1874 I system_server: Background young concurrent mark compact GC freed 18MB AllocSpace bytes, 17(356KB) LOS objects, 21% free, 67MB/85MB, paused 1.974ms,14.798ms total 251.580ms
07-11 21:17:14.544  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.544  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.544  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.544  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.544  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.544  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.545  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.545  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.549  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.550  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.551  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.556  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:17:14.565  3576  3576 W id.partnersetup: Failed to find entry 'classes.dex': Entry not found
07-11 21:17:14.575  3576  3576 W id.partnersetup: Failed to find entry 'classes.dex': Entry not found
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.576  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.577  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.577  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.577  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.577  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.581  3576  3576 W id.partnersetup: Failed to find entry 'classes.dex': Entry not found
07-11 21:17:14.581  1861  1876 W System  : A resource failed to call HardwareBuffer.close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.584  1137  1671 I netd    : tetherGetStats() -> {[TetherStatsParcel{iface: ccmni0, rxBytes: 6341832, rxPackets: 3829, txBytes: 1225455, txPackets: 3243, ifIndex: 0}]} <5.05ms>
07-11 21:17:14.584  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.585  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.585  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.585  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.585  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.585  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1392 10642 I HidlServiceManagement: Trying to get transport of android.hardware.media.omx@1.0::IOmx/default without hwservicemanager
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call HardwareBuffer.close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.586  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.587  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.587  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.587  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.587  3576  3576 W id.partnersetup: Failed to find entry 'classes.dex': Entry not found
07-11 21:17:14.588  1861  1876 W System  : A resource failed to call close. 
07-11 21:17:14.591  3576  3576 W id.partnersetup: Failed to find entry 'classes.dex': Entry not found
07-11 21:17:14.599  3576  3576 W id.partnersetup: Failed to find entry 'classes.dex': Entry not found
